zone_id,lat_grid,lon_grid,total_locations,avg_location_score,rescaled_score,restaurant_count,business_count,bus_stop_count,divvy_station_count,population_total_cell,zone_class_mode,geom,geojson,centroid
527,41.96,-87.72,44,36,60,25,14,4,1,3651101,B3-1,"POLYGON((-87.72 41.96, -87.71 41.96, -87.71 41.97, -87.72 41.97, -87.72 41.96))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.72, 41.96], [-87.71, 41.96], [-87.71, 41.97], [-87.72, 41.97], [-87.72, 41.96] ] ] } ",POINT(-87.7150000000227 41.9649999776515)
535,41.96,-87.64,3,23,39,1,0,1,1,69715,POS-1,"POLYGON((-87.64 41.96, -87.63 41.96, -87.63 41.97, -87.64 41.97, -87.64 41.96))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.64, 41.96], [-87.63, 41.96], [-87.63, 41.97], [-87.64, 41.97], [-87.64, 41.96] ] ] } ",POINT(-87.6349999999923 41.9649999776581)
59,41.7,-87.63,11,33,54,1,9,0,1,667240,B1-1,"POLYGON((-87.63 41.7, -87.62 41.7, -87.62 41.71, -87.63 41.71, -87.63 41.7))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.63, 41.7], [-87.62, 41.7], [-87.62, 41.71], [-87.63, 41.71], [-87.63, 41.7] ] ] } ",POINT(-87.6249999999878 41.7049999788025)
199,41.77,-87.56,4,29,47,1,1,2,0,92048,RM-6,"POLYGON((-87.56 41.77, -87.55 41.77, -87.55 41.78, -87.56 41.78, -87.56 41.77))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.56, 41.77], [-87.55, 41.77], [-87.55, 41.78], [-87.56, 41.78], [-87.56, 41.77] ] ] } ",POINT(-87.5550000000086 41.7749999785087)
236,41.79,-87.67,38,24,39,11,13,12,2,1007208,B3-2,"POLYGON((-87.67 41.79, -87.66 41.79, -87.66 41.8, -87.67 41.8, -87.67 41.79))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.67, 41.79], [-87.66, 41.79], [-87.66, 41.8], [-87.67, 41.8], [-87.67, 41.79] ] ] } ",POINT(-87.6650000000028 41.7949999783734)
318,41.84,-87.66,32,36,60,19,5,7,1,1900920,B1-1,"POLYGON((-87.66 41.84, -87.65 41.84, -87.65 41.85, -87.66 41.85, -87.66 41.84))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.66, 41.84], [-87.65, 41.84], [-87.65, 41.85], [-87.66, 41.85], [-87.66, 41.84] ] ] } ",POINT(-87.6550000000053 41.8449999781842)
447,41.92,-87.72,83,39,65,50,22,11,0,6300648,B3-1,"POLYGON((-87.72 41.92, -87.71 41.92, -87.71 41.93, -87.72 41.93, -87.72 41.92))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.72, 41.92], [-87.71, 41.92], [-87.71, 41.93], [-87.72, 41.93], [-87.72, 41.92] ] ] } ",POINT(-87.7150000000045 41.9249999778282)
452,41.92,-87.67,57,38,63,36,8,10,3,2762051,C1-2,"POLYGON((-87.67 41.92, -87.66 41.92, -87.66 41.93, -87.67 41.93, -87.67 41.92))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.67, 41.92], [-87.66, 41.92], [-87.66, 41.93], [-87.67, 41.93], [-87.67, 41.92] ] ] } ",POINT(-87.6649999999868 41.9249999778584)
518,41.96,-87.84,15,30,49,14,1,0,0,413685,PD 207,"POLYGON((-87.84 41.96, -87.83 41.96, -87.83 41.97, -87.84 41.97, -87.84 41.96))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.84, 41.96], [-87.83, 41.96], [-87.83, 41.97], [-87.84, 41.97], [-87.84, 41.96] ] ] } ",POINT(-87.8350000000372 41.9649999776552)
539,41.97,-87.82,2,26,42,0,2,0,0,55158,RS-2,"POLYGON((-87.82 41.97, -87.81 41.97, -87.81 41.98, -87.82 41.98, -87.82 41.97))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.82, 41.97], [-87.81, 41.97], [-87.81, 41.98], [-87.82, 41.98], [-87.82, 41.97] ] ] } ",POINT(-87.8149999999694 41.9749999776362)
607,42,-87.72,13,27,44,10,3,0,0,533884,B1-2,"POLYGON((-87.72 42, -87.71 42, -87.71 42.01, -87.72 42.01, -87.72 42))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.72, 42], [-87.71, 42], [-87.71, 42.01], [-87.72, 42.01], [-87.72, 42] ] ] } ",POINT(-87.7149999999937 42.0049999775245)
610,42,-87.69,158,27,44,115,32,10,1,6183851,B3-2,"POLYGON((-87.69 42, -87.68 42, -87.68 42.01, -87.69 42.01, -87.69 42))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.69, 42], [-87.68, 42], [-87.68, 42.01], [-87.69, 42.01], [-87.69, 42] ] ] } ",POINT(-87.684999999999 42.0049999775338)
4,41.65,-87.61,2,40,67,0,2,0,0,57154,RS-3,"POLYGON((-87.61 41.65, -87.6 41.65, -87.6 41.66, -87.61 41.66, -87.61 41.65))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.61, 41.65], [-87.6, 41.65], [-87.6, 41.66], [-87.61, 41.66], [-87.61, 41.65] ] ] } ",POINT(-87.6050000000058 41.654999978949)
29,41.68,-87.65,13,26,42,2,3,6,2,249350,B3-2,"POLYGON((-87.65 41.68, -87.64 41.68, -87.64 41.69, -87.65 41.69, -87.65 41.68))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.65, 41.68], [-87.64, 41.68], [-87.64, 41.69], [-87.65, 41.69], [-87.65, 41.68] ] ] } ",POINT(-87.6450000000309 41.6849999788292)
53,41.7,-87.69,1,41,68,1,0,0,0,28804,RS-2,"POLYGON((-87.69 41.7, -87.68 41.7, -87.68 41.71, -87.69 41.71, -87.69 41.7))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.69, 41.7], [-87.68, 41.7], [-87.68, 41.71], [-87.69, 41.71], [-87.69, 41.7] ] ] } ",POINT(-87.6850000000076 41.7049999788036)
85,41.71,-87.53,2,27,44,1,0,0,1,82534,M1-1,"POLYGON((-87.53 41.71, -87.52 41.71, -87.52 41.72, -87.53 41.72, -87.53 41.71))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.53, 41.71], [-87.52, 41.71], [-87.52, 41.72], [-87.53, 41.72], [-87.53, 41.71] ] ] } ",POINT(-87.5249999999862 41.7149999786875)
116,41.73,-87.54,10,24,39,1,2,7,0,247602,RS-2,"POLYGON((-87.54 41.73, -87.53 41.73, -87.53 41.74, -87.54 41.74, -87.54 41.73))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.54, 41.73], [-87.53, 41.73], [-87.53, 41.74], [-87.54, 41.74], [-87.54, 41.73] ] ] } ",POINT(-87.534999999969 41.7349999786025)
174,41.76,-87.58,47,29,47,14,20,12,1,1564816,B3-2,"POLYGON((-87.58 41.76, -87.57 41.76, -87.57 41.77, -87.58 41.77, -87.58 41.76))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.58, 41.76], [-87.57, 41.76], [-87.57, 41.77], [-87.58, 41.77], [-87.58, 41.76] ] ] } ",POINT(-87.5750000000015 41.7649999785038)
212,41.78,-87.68,43,28,46,16,19,7,1,1764281,B1-2,"POLYGON((-87.68 41.78, -87.67 41.78, -87.67 41.79, -87.68 41.79, -87.68 41.78))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.68, 41.78], [-87.67, 41.78], [-87.67, 41.79], [-87.68, 41.79], [-87.68, 41.78] ] ] } ",POINT(-87.6749999999837 41.7849999783898)
335,41.85,-87.63,245,37,61,180,45,16,4,12254400,B3-3,"POLYGON((-87.63 41.85, -87.62 41.85, -87.62 41.86, -87.63 41.86, -87.63 41.85))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.63, 41.85], [-87.62, 41.85], [-87.62, 41.86], [-87.63, 41.86], [-87.63, 41.85] ] ] } ",POINT(-87.6250000000059 41.8549999781733)
459,41.93,-87.79,34,30,49,21,2,10,1,1501325,PD 127,"POLYGON((-87.79 41.93, -87.78 41.93, -87.78 41.94, -87.79 41.94, -87.79 41.93))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.79, 41.93], [-87.78, 41.93], [-87.78, 41.94], [-87.79, 41.94], [-87.79, 41.93] ] ] } ",POINT(-87.7850000000034 41.9349999777543)
519,41.96,-87.8,4,36,60,0,2,2,0,151990,PD 900,"POLYGON((-87.8 41.96, -87.79 41.96, -87.79 41.97, -87.8 41.97, -87.8 41.96))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.8, 41.96], [-87.79, 41.96], [-87.79, 41.97], [-87.8, 41.97], [-87.8, 41.96] ] ] } ",POINT(-87.7950000000337 41.9649999776468)
536,41.97,-87.86,2,32,53,2,0,0,0,55158,PD 229,"POLYGON((-87.86 41.97, -87.85 41.97, -87.85 41.98, -87.86 41.98, -87.86 41.97))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.86, 41.97], [-87.85, 41.97], [-87.85, 41.98], [-87.86, 41.98], [-87.86, 41.97] ] ] } ",POINT(-87.8550000000279 41.9749999776479)
617,42.01,-87.78,13,45,72,4,2,7,0,167922,B1-1,"POLYGON((-87.78 42.01, -87.77 42.01, -87.77 42.02, -87.78 42.02, -87.78 42.01))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.78, 42.01], [-87.77, 42.01], [-87.77, 42.02], [-87.78, 42.02], [-87.78, 42.01] ] ] } ",POINT(-87.7749999999755 42.0149999774962)
103,41.73,-87.67,4,32,53,1,2,0,1,186062,RS-2,"POLYGON((-87.67 41.73, -87.66 41.73, -87.66 41.74, -87.67 41.74, -87.67 41.73))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.67, 41.73], [-87.66, 41.73], [-87.66, 41.74], [-87.67, 41.74], [-87.67, 41.73] ] ] } ",POINT(-87.6649999999943 41.7349999785918)
129,41.74,-87.62,27,23,39,7,6,12,2,796354,B3-1,"POLYGON((-87.62 41.74, -87.61 41.74, -87.61 41.75, -87.62 41.75, -87.62 41.74))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.62, 41.74], [-87.61, 41.74], [-87.61, 41.75], [-87.62, 41.75], [-87.62, 41.74] ] ] } ",POINT(-87.6149999999914 41.7449999785919)
148,41.75,-87.64,47,24,39,18,15,13,1,2240330,B1-2,"POLYGON((-87.64 41.75, -87.63 41.75, -87.63 41.76, -87.64 41.76, -87.64 41.75))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.64, 41.75], [-87.63, 41.75], [-87.63, 41.76], [-87.64, 41.76], [-87.64, 41.75] ] ] } ",POINT(-87.634999999984 41.7549999785298)
258,41.8,-87.66,47,30,49,18,18,9,2,2213820,B3-2,"POLYGON((-87.66 41.8, -87.65 41.8, -87.65 41.81, -87.66 41.81, -87.66 41.8))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.66, 41.8], [-87.65, 41.8], [-87.65, 41.81], [-87.66, 41.81], [-87.66, 41.8] ] ] } ",POINT(-87.6549999999911 41.8049999783734)
271,41.81,-87.71,33,26,42,19,5,8,1,2184936,C2-2,"POLYGON((-87.71 41.81, -87.7 41.81, -87.7 41.82, -87.71 41.82, -87.71 41.81))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.71, 41.81], [-87.7, 41.81], [-87.7, 41.82], [-87.71, 41.82], [-87.71, 41.81] ] ] } ",POINT(-87.7049999999989 41.8149999782682)
332,41.85,-87.66,112,38,63,101,5,5,1,8395730,PMD 11,"POLYGON((-87.66 41.85, -87.65 41.85, -87.65 41.86, -87.66 41.86, -87.66 41.85))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.66, 41.85], [-87.65, 41.85], [-87.65, 41.86], [-87.66, 41.86], [-87.66, 41.85] ] ] } ",POINT(-87.6550000000052 41.8549999781614)
466,41.93,-87.72,54,38,63,30,18,5,1,4358810,B3-1,"POLYGON((-87.72 41.93, -87.71 41.93, -87.71 41.94, -87.72 41.94, -87.72 41.93))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.72, 41.93], [-87.71, 41.93], [-87.71, 41.94], [-87.72, 41.94], [-87.72, 41.93] ] ] } ",POINT(-87.7150000000096 41.9349999777767)
496,41.94,-87.64,165,42,70,122,18,21,4,9807280,B3-2,"POLYGON((-87.64 41.94, -87.63 41.94, -87.63 41.95, -87.64 41.95, -87.64 41.94))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.64, 41.94], [-87.63, 41.94], [-87.63, 41.95], [-87.64, 41.95], [-87.64, 41.94] ] ] } ",POINT(-87.6349999999897 41.9449999778096)
559,41.98,-87.84,29,29,47,15,3,10,1,517872,PD 71,"POLYGON((-87.84 41.98, -87.83 41.98, -87.83 41.99, -87.84 41.99, -87.84 41.98))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.84, 41.98], [-87.83, 41.98], [-87.83, 41.99], [-87.84, 41.99], [-87.84, 41.98] ] ] } ",POINT(-87.8350000000008 41.9849999775867)
578,41.98,-87.65,15,33,54,8,4,2,1,836580,PD 372,"POLYGON((-87.65 41.98, -87.64 41.98, -87.64 41.99, -87.65 41.99, -87.65 41.98))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.65, 41.98], [-87.64, 41.98], [-87.64, 41.99], [-87.65, 41.99], [-87.65, 41.98] ] ] } ",POINT(-87.6450000000321 41.9849999776054)
50,41.7,-87.72,11,29,47,7,2,2,0,259236,B3-1,"POLYGON((-87.72 41.7, -87.71 41.7, -87.71 41.71, -87.72 41.71, -87.72 41.7))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.72, 41.7], [-87.71, 41.7], [-87.71, 41.71], [-87.72, 41.71], [-87.72, 41.7] ] ] } ",POINT(-87.7150000000027 41.7049999788027)
80,41.71,-87.59,10,26,42,2,3,3,2,333620,M2-3,"POLYGON((-87.59 41.71, -87.58 41.71, -87.58 41.72, -87.59 41.72, -87.59 41.71))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.59, 41.71], [-87.58, 41.71], [-87.58, 41.72], [-87.59, 41.72], [-87.59, 41.71] ] ] } ",POINT(-87.5850000000014 41.7149999786666)
119,41.74,-87.72,41,29,47,20,14,6,1,1492838,B3-1,"POLYGON((-87.72 41.74, -87.71 41.74, -87.71 41.75, -87.72 41.75, -87.72 41.74))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.72, 41.74], [-87.71, 41.74], [-87.71, 41.75], [-87.72, 41.75], [-87.72, 41.74] ] ] } ",POINT(-87.7149999999993 41.7449999786001)
152,41.75,-87.6,48,28,46,21,22,5,0,2634094,B3-2,"POLYGON((-87.6 41.75, -87.59 41.75, -87.59 41.76, -87.6 41.76, -87.6 41.75))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.6, 41.75], [-87.59, 41.75], [-87.59, 41.76], [-87.6, 41.76], [-87.6, 41.75] ] ] } ",POINT(-87.5950000000086 41.7549999785373)
214,41.78,-87.66,41,30,49,13,18,9,1,998293,B3-2,"POLYGON((-87.66 41.78, -87.65 41.78, -87.65 41.79, -87.66 41.79, -87.66 41.78))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.66, 41.78], [-87.65, 41.78], [-87.65, 41.79], [-87.66, 41.79], [-87.66, 41.78] ] ] } ",POINT(-87.6550000000219 41.7849999783932)
316,41.84,-87.68,5,29,47,2,0,3,0,158410,PMD 11,"POLYGON((-87.68 41.84, -87.67 41.84, -87.67 41.85, -87.68 41.85, -87.68 41.84))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.68, 41.84], [-87.67, 41.84], [-87.67, 41.85], [-87.68, 41.85], [-87.68, 41.84] ] ] } ",POINT(-87.6749999999731 41.844999978185)
339,41.86,-87.73,34,29,47,4,23,6,1,2321433,C1-2,"POLYGON((-87.73 41.86, -87.72 41.86, -87.72 41.87, -87.73 41.87, -87.73 41.86))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.73, 41.86], [-87.72, 41.86], [-87.72, 41.87], [-87.73, 41.87], [-87.73, 41.86] ] ] } ",POINT(-87.7250000000032 41.8649999780728)
391,41.89,-87.71,31,30,49,8,13,10,0,740848,B3-2,"POLYGON((-87.71 41.89, -87.7 41.89, -87.7 41.9, -87.71 41.9, -87.71 41.89))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.71, 41.89], [-87.7, 41.89], [-87.7, 41.9], [-87.71, 41.9], [-87.71, 41.89] ] ] } ",POINT(-87.7049999999895 41.8949999779671)
419,41.91,-87.81,10,31,51,8,1,0,1,387171,C1-2,"POLYGON((-87.81 41.91, -87.8 41.91, -87.8 41.92, -87.81 41.92, -87.81 41.91))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.81, 41.91], [-87.8, 41.91], [-87.8, 41.92], [-87.81, 41.92], [-87.81, 41.91] ] ] } ",POINT(-87.804999999996 41.9149999778716)
458,41.93,-87.8,22,27,44,8,7,5,2,711237,B1-1,"POLYGON((-87.8 41.93, -87.79 41.93, -87.79 41.94, -87.8 41.94, -87.8 41.93))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.8, 41.93], [-87.79, 41.93], [-87.79, 41.94], [-87.8, 41.94], [-87.8, 41.93] ] ] } ",POINT(-87.7950000000259 41.9349999777568)
507,41.95,-87.74,40,27,44,13,9,16,2,1562506,B3-1,"POLYGON((-87.74 41.95, -87.73 41.95, -87.73 41.96, -87.74 41.96, -87.74 41.95))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.74, 41.95], [-87.73, 41.95], [-87.73, 41.96], [-87.74, 41.96], [-87.74, 41.95] ] ] } ",POINT(-87.7350000000218 41.9549999776713)
528,41.96,-87.71,96,36,60,65,20,10,1,7690231,B3-1,"POLYGON((-87.71 41.96, -87.7 41.96, -87.7 41.97, -87.71 41.97, -87.71 41.96))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.71, 41.96], [-87.7, 41.96], [-87.7, 41.97], [-87.71, 41.97], [-87.71, 41.96] ] ] } ",POINT(-87.7049999999634 41.9649999776624)
571,41.98,-87.72,16,32,53,5,3,5,3,595769,B1-2,"POLYGON((-87.72 41.98, -87.71 41.98, -87.71 41.99, -87.72 41.99, -87.72 41.98))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.72, 41.98], [-87.71, 41.98], [-87.71, 41.99], [-87.72, 41.99], [-87.72, 41.98] ] ] } ",POINT(-87.7150000000164 41.984999977604)
580,41.99,-87.84,8,37,61,6,2,0,0,236232,PD 340,"POLYGON((-87.84 41.99, -87.83 41.99, -87.83 42, -87.84 42, -87.84 41.99))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.84, 41.99], [-87.83, 41.99], [-87.83, 42], [-87.84, 42], [-87.84, 41.99] ] ] } ",POINT(-87.8350000000107 41.9949999775085)
609,42,-87.7,102,27,44,59,31,10,2,3756096,B1-2,"POLYGON((-87.7 42, -87.69 42, -87.69 42.01, -87.7 42.01, -87.7 42))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.7, 42], [-87.69, 42], [-87.69, 42.01], [-87.7, 42.01], [-87.7, 42] ] ] } ",POINT(-87.6950000000239 42.0049999775292)
19,41.67,-87.65,1,39,65,0,1,0,0,49870,RS-2,"POLYGON((-87.65 41.67, -87.64 41.67, -87.64 41.68, -87.65 41.68, -87.65 41.67))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.65, 41.67], [-87.64, 41.67], [-87.64, 41.68], [-87.65, 41.68], [-87.65, 41.67] ] ] } ",POINT(-87.6450000000485 41.6749999788305)
52,41.7,-87.7,14,27,44,5,2,6,1,201628,B1-1,"POLYGON((-87.7 41.7, -87.69 41.7, -87.69 41.71, -87.7 41.71, -87.7 41.7))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.7, 41.7], [-87.69, 41.7], [-87.69, 41.71], [-87.7, 41.71], [-87.7, 41.7] ] ] } ",POINT(-87.6949999999782 41.7049999787867)
81,41.71,-87.57,10,25,40,0,2,7,1,165068,RS-3,"POLYGON((-87.57 41.71, -87.56 41.71, -87.56 41.72, -87.57 41.72, -87.57 41.71))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.57, 41.71], [-87.56, 41.71], [-87.56, 41.72], [-87.57, 41.72], [-87.57, 41.71] ] ] } ",POINT(-87.5650000000371 41.714999978669)
87,41.72,-87.67,26,29,47,18,3,5,0,1047270,B1-1,"POLYGON((-87.67 41.72, -87.66 41.72, -87.66 41.73, -87.67 41.73, -87.67 41.72))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.67, 41.72], [-87.66, 41.72], [-87.66, 41.73], [-87.67, 41.73], [-87.67, 41.72] ] ] } ",POINT(-87.6649999999845 41.7249999786942)
135,41.74,-87.56,25,29,47,7,12,6,0,1568146,B3-2,"POLYGON((-87.56 41.74, -87.55 41.74, -87.55 41.75, -87.56 41.75, -87.56 41.74))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.56, 41.74], [-87.55, 41.74], [-87.55, 41.75], [-87.56, 41.75], [-87.56, 41.74] ] ] } ",POINT(-87.5549999999978 41.7449999785976)
178,41.77,-87.8,1,46,72,0,1,0,0,58797,PD 1363,"POLYGON((-87.8 41.77, -87.79 41.77, -87.79 41.78, -87.8 41.78, -87.8 41.77))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.8, 41.77], [-87.79, 41.77], [-87.79, 41.78], [-87.8, 41.78], [-87.8, 41.77] ] ] } ",POINT(-87.7950000000054 41.774999978502)
209,41.78,-87.71,29,32,53,17,6,4,2,2572550,B1-1,"POLYGON((-87.71 41.78, -87.7 41.78, -87.7 41.79, -87.71 41.79, -87.71 41.78))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.71, 41.78], [-87.7, 41.78], [-87.7, 41.79], [-87.71, 41.79], [-87.71, 41.78] ] ] } ",POINT(-87.7049999999911 41.7849999784006)
301,41.83,-87.69,31,28,46,16,3,11,1,1570105,M2-3,"POLYGON((-87.69 41.83, -87.68 41.83, -87.68 41.84, -87.69 41.84, -87.69 41.83))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.69, 41.83], [-87.68, 41.83], [-87.68, 41.84], [-87.69, 41.84], [-87.69, 41.83] ] ] } ",POINT(-87.6850000000092 41.8349999782713)
331,41.85,-87.67,69,34,56,40,16,13,0,4435480,C1-2,"POLYGON((-87.67 41.85, -87.66 41.85, -87.66 41.86, -87.67 41.86, -87.67 41.85))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.67, 41.85], [-87.66, 41.85], [-87.66, 41.86], [-87.67, 41.86], [-87.67, 41.85] ] ] } ",POINT(-87.6650000000174 41.8549999781698)
360,41.87,-87.69,56,32,53,28,12,12,4,1776486,C1-2,"POLYGON((-87.69 41.87, -87.68 41.87, -87.68 41.88, -87.69 41.88, -87.69 41.87))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.69, 41.87], [-87.68, 41.87], [-87.68, 41.88], [-87.69, 41.88], [-87.69, 41.87] ] ] } ",POINT(-87.6849999999971 41.874999978068)
442,41.92,-87.77,58,30,49,32,8,14,4,3620680,B3-1,"POLYGON((-87.77 41.92, -87.76 41.92, -87.76 41.93, -87.77 41.93, -87.77 41.92))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.77, 41.92], [-87.76, 41.92], [-87.76, 41.93], [-87.77, 41.93], [-87.77, 41.92] ] ] } ",POINT(-87.7649999999918 41.9249999778494)
537,41.97,-87.84,8,38,63,4,3,1,0,193053,PD 207,"POLYGON((-87.84 41.97, -87.83 41.97, -87.83 41.98, -87.84 41.98, -87.84 41.97))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.84, 41.97], [-87.83, 41.97], [-87.83, 41.98], [-87.84, 41.98], [-87.84, 41.97] ] ] } ",POINT(-87.8350000000049 41.9749999776446)
558,41.98,-87.85,9,27,44,6,1,2,0,200853,PD 258,"POLYGON((-87.85 41.98, -87.84 41.98, -87.84 41.99, -87.85 41.99, -87.85 41.98))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.85, 41.98], [-87.84, 41.98], [-87.84, 41.99], [-87.85, 41.99], [-87.85, 41.98] ] ] } ",POINT(-87.8449999999921 41.9849999775989)
567,41.98,-87.76,12,25,40,4,3,4,1,401408,C1-1,"POLYGON((-87.76 41.98, -87.75 41.98, -87.75 41.99, -87.76 41.99, -87.76 41.98))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.76, 41.98], [-87.75, 41.98], [-87.75, 41.99], [-87.76, 41.99], [-87.76, 41.98] ] ] } ",POINT(-87.7549999999669 41.9849999775941)
579,41.99,-87.88,1,2,39,1,0,0,0,0,PD 0,"POLYGON((-87.88 41.99, -87.87 41.99, -87.87 42, -87.88 42, -87.88 41.99))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.88, 41.99], [-87.87, 41.99], [-87.87, 42], [-87.88, 42], [-87.88, 41.99] ] ] } ",POINT(-87.8750000000112 41.9949999774912)
581,41.99,-87.83,4,33,54,3,1,0,0,118116,B3-1,"POLYGON((-87.83 41.99, -87.82 41.99, -87.82 42, -87.83 42, -87.83 41.99))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.83, 41.99], [-87.82, 41.99], [-87.82, 42], [-87.83, 42], [-87.83, 41.99] ] ] } ",POINT(-87.8250000000139 41.9949999774961)
615,42.01,-87.82,3,28,46,0,2,1,0,59058,B1-1,"POLYGON((-87.82 42.01, -87.81 42.01, -87.81 42.02, -87.82 42.02, -87.82 42.01))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.82, 42.01], [-87.81, 42.01], [-87.81, 42.02], [-87.82, 42.02], [-87.82, 42.01] ] ] } ",POINT(-87.8150000000174 42.0149999774886)
622,42.01,-87.67,152,34,56,90,39,19,4,6406508,C1-2,"POLYGON((-87.67 42.01, -87.66 42.01, -87.66 42.02, -87.67 42.02, -87.67 42.01))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.67, 42.01], [-87.66, 42.01], [-87.66, 42.02], [-87.67, 42.02], [-87.67, 42.01] ] ] } ",POINT(-87.6649999999796 42.014999977494)
625,42.02,-87.7,13,29,47,8,1,4,0,429588,B3-1,"POLYGON((-87.7 42.02, -87.69 42.02, -87.69 42.03, -87.7 42.03, -87.7 42.02))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.7, 42.02], [-87.69, 42.02], [-87.69, 42.03], [-87.7, 42.03], [-87.7, 42.02] ] ] } ",POINT(-87.6950000000085 42.0249999774093)
1,41.64,-87.61,1,38,63,1,0,0,0,28577,M3-2,"POLYGON((-87.61 41.64, -87.6 41.64, -87.6 41.65, -87.61 41.65, -87.61 41.64))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.61, 41.64], [-87.6, 41.64], [-87.6, 41.65], [-87.61, 41.65], [-87.61, 41.64] ] ] } ",POINT(-87.6050000000044 41.6449999790466)
18,41.66,-87.54,5,25,40,1,0,4,0,12871,C1-1,"POLYGON((-87.54 41.66, -87.53 41.66, -87.53 41.67, -87.54 41.67, -87.54 41.66))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.54, 41.66], [-87.53, 41.66], [-87.53, 41.67], [-87.54, 41.67], [-87.54, 41.66] ] ] } ",POINT(-87.5349999999802 41.6649999789176)
